id,gender,age,spend,location,month
4992,M,41,154.72,California,nov
4993,F,50,220.89,Connecticut,oct
4994,F,93,261.27,Connecticut,dec
4995,M,24,106.78,Texas,nov
4996,M,40,216.54,California,apr
4997,M,32,280.12,South Carolina,nov
4998,F,49,13.89,North Carolina,nov
4999,F,23,71.88,North Carolina,mar
5000,M,76,181.62,Michigan,sep
5001,F,26,9.82,Maine,jul
5002,F,41,214.62,Texas,nov
5003,F,18,235.63,Kentucky,apr
5004,F,38,150.53,Ohio,oct
5005,F,20,272.14,Arizona,jun
5006,F,26,240.5,Georgia,jun
5007,M,90,239.11,New York,may
5008,M,19,176.0,Illinois,sep
5009,M,20,130.51,Colorado,nov
5010,F,22,135.06,Michigan,oct
5011,M,97,213.8,Michigan,apr
5012,M,61,218.24,Texas,apr
5013,F,48,195.44,Pennsylvania,aug
5014,M,63,153.55,New Mexico,apr
5015,F,86,279.67,Georgia,dec
5016,M,76,253.4,New York,dec
5017,F,18,153.29,New York,nov
5018,M,23,83.39,New Jersey,nov
5019,F,19,144.58,Washington,nov
5020,F,20,246.35,Minnesota,oct
5021,F,80,182.2,Kansas,dec
5022,F,34,92.02,Alabama,oct
5023,F,98,12.56,California,sep
5024,M,58,266.77,Illinois,apr
5025,F,50,134.98,California,oct
5026,F,22,65.75,North Carolina,dec
5027,F,36,229.83,Kentucky,mar
5028,F,36,135.73,Ohio,dec
5029,F,51,100.19,North Carolina,jan
5030,F,42,207.38,Indiana,may
5031,M,77,260.31,Kansas,apr
5032,M,21,24.49,California,oct
5033,F,24,237.63,Alabama,oct
5034,F,84,54.31,California,nov
5035,M,46,230.79,Virginia,dec
5036,F,97,161.82,Oklahoma,feb
5037,F,30,237.72,Georgia,feb
5038,F,78,143.86,Florida,jun
5039,M,20,271.96,Ohio,dec
5040,F,23,268.26,Virginia,jun
5041,F,40,114.16,New York,nov
5042,F,76,284.58,Massachusetts,feb
5043,F,97,22.28,California,may
5044,F,49,227.3,Minnesota,oct
5045,F,48,173.96,Washington,apr
5046,M,26,54.86,Arizona,nov
5047,F,74,10.91,Kansas,nov
5048,F,44,299.46,Virginia,mar
5049,M,47,89.24,Ohio,apr
5050,F,80,20.72,California,mar
5051,F,84,138.54,Delaware,sep
5052,F,21,164.07,South Carolina,may
5053,M,85,57.46,Oklahoma,mar
5054,F,49,111.35,Arkansas,apr
5055,M,23,76.38,Georgia,apr
5056,F,24,190.84,New Jersey,oct
5057,F,27,143.7,California,may
5058,F,19,27.58,Michigan,dec
5059,F,83,71.7,California,nov
5060,M,39,54.69,Washington,nov
5061,F,59,165.16,New Jersey,nov
5062,F,29,55.07,New Jersey,nov
5063,M,23,11.07,Rhode Island,nov
5064,M,96,17.42,Georgia,sep
5065,F,64,39.6,Illinois,nov
5066,F,30,80.85,Alabama,oct
5067,F,46,180.8,Pennsylvania,nov
5068,F,98,98.75,New York,nov
5069,M,35,27.46,Missouri,apr
5070,M,20,65.12,Iowa,apr
5071,M,47,140.57,Florida,feb
5072,F,88,76.3,California,apr
5073,M,54,107.73,Tennessee,apr
5074,F,42,60.93,Florida,apr
5075,F,25,214.67,Georgia,apr
5076,F,68,82.66,Kentucky,dec
5077,F,75,265.8,California,aug
5078,M,31,41.5,Texas,aug
5079,M,27,268.66,California,jan
5080,F,70,187.28,Washington,sep
5081,M,23,52.7,Texas,mar
5082,M,83,186.58,New York,apr
5083,M,24,112.32,New York,jan
5084,F,97,166.99,Washington,sep
5085,F,19,116.24,Florida,jul
5086,F,21,47.43,Tennessee,aug
5087,M,18,167.28,Ohio,dec
5088,F,41,299.19,Colorado,apr
5089,F,21,54.89,Kentucky,jun
5090,F,36,119.09,Massachusetts,feb
5091,F,42,135.7,West Virginia,dec
5092,F,75,22.32,New York,sep
5093,F,93,218.54,New York,dec
5094,M,35,12.79,Arkansas,oct
5095,F,22,36.15,Oregon,aug
5096,M,28,266.59,Hawaii,may
5097,M,30,91.48,Texas,sep
5098,M,69,76.28,California,apr
5099,M,97,270.13,Michigan,oct
5100,M,74,295.36,California,apr
5101,M,23,221.28,Massachusetts,dec
5102,M,35,242.75,Tennessee,aug
5103,F,84,184.68,Connecticut,nov
5104,M,88,144.55,California,sep
5105,F,33,201.19,Texas,dec
5106,F,67,169.89,Florida,sep
5107,F,89,137.54,New Jersey,apr
5108,M,23,296.16,Florida,dec
5109,F,71,43.93,Georgia,nov
5110,F,19,36.87,Arkansas,jan
5111,F,19,265.42,Colorado,jun
5112,F,77,152.07,California,aug
5113,F,19,141.99,Connecticut,sep
5114,M,74,213.74,New York,mar
5115,M,21,217.34,Indiana,dec
5116,M,24,135.82,Massachusetts,dec
5117,F,18,146.88,Nevada,apr
5118,F,23,34.01,Florida,nov
5119,F,98,192.94,Iowa,dec
5120,F,39,39.72,Ohio,oct
5121,F,21,130.38,Florida,nov
5122,M,22,83.14,Pennsylvania,apr
5123,F,24,6.32,Missouri,may
5124,M,20,26.76,Florida,nov
5125,M,42,37.87,Kentucky,nov
5126,M,37,46.89,Utah,may
5127,F,54,54.78,Texas,jan
5128,M,21,141.54,Iowa,oct
5129,F,22,25.67,New Jersey,dec
5130,F,49,26.07,Pennsylvania,nov
5131,M,31,286.74,Florida,feb
5132,F,22,69.03,Arizona,nov
5133,F,22,41.83,Massachusetts,may
5134,F,98,50.39,Florida,apr
5135,F,70,127.63,Florida,aug
5136,M,51,140.54,Texas,dec
5137,M,51,213.95,Nevada,feb
5138,M,39,288.08,New Jersey,oct
5139,M,39,269.88,Ohio,feb
5140,M,56,276.39,Arizona,apr
5141,M,24,12.81,Texas,jan
5142,F,18,258.3,Nevada,jun
5143,F,66,85.95,Massachusetts,apr
5144,F,62,101.3,Washington,apr
5145,F,97,27.44,New York,jun
5146,M,20,107.08,Illinois,sep
5147,F,38,134.44,Florida,apr
5148,F,21,59.35,West Virginia,jul
5149,M,19,190.18,North Carolina,dec
5150,F,22,238.87,Maryland,nov
5151,F,36,208.9,Texas,oct
5152,F,66,82.55,Colorado,mar
5153,M,19,243.88,Virginia,nov
5154,F,47,13.38,Illinois,nov
5155,F,93,237.93,Missouri,nov
5156,M,32,178.29,Maine,apr
5157,F,86,31.39,Michigan,aug
5158,F,29,55.23,New York,nov
5159,F,19,275.84,Kansas,oct
5160,F,76,278.26,Georgia,jul
5161,F,21,118.19,Tennessee,jul
5162,M,45,217.03,Illinois,sep
5163,F,41,145.06,New York,aug
5164,M,29,275.22,Wisconsin,apr
5165,F,62,21.82,Nevada,sep
5166,F,42,59.17,Indiana,nov
5167,M,46,125.6,Ohio,mar
5168,M,47,209.28,Oregon,feb
5169,F,27,175.95,Minnesota,dec
5170,M,22,53.13,California,nov
5171,F,19,143.13,Virginia,nov
5172,F,24,297.37,West Virginia,mar
5173,M,49,279.58,Florida,nov
5174,F,72,247.19,Florida,feb
5175,F,88,190.03,Oregon,dec
5176,M,45,292.62,Michigan,dec
5177,F,87,118.87,Pennsylvania,apr
5178,F,45,156.37,Hawaii,feb
5179,F,95,137.7,Georgia,nov
5180,F,31,122.8,California,oct
5181,F,54,184.77,Utah,nov
5182,F,47,44.25,Illinois,nov
5183,M,22,164.76,Georgia,aug
5184,F,24,161.7,Alabama,mar
5185,F,20,160.53,Massachusetts,sep
5186,M,44,164.29,Illinois,jan
5187,M,23,168.73,Missouri,sep
5188,M,20,297.01,California,oct
5189,F,23,203.1,Texas,dec
5190,M,52,116.36,Kentucky,sep
5191,M,19,183.23,Texas,dec
5192,F,23,177.91,Ohio,dec
5193,M,26,282.22,Texas,apr
5194,M,22,111.97,Ohio,nov
5195,F,25,162.98,Minnesota,oct
5196,F,90,13.03,California,feb
5197,F,23,175.09,Minnesota,jul
5198,M,89,124.34,Florida,jan
5199,M,19,261.53,Hawaii,nov
5200,F,48,27.55,New York,apr
5201,F,40,168.93,Colorado,nov
5202,F,54,127.91,California,nov
5203,F,22,151.96,Arkansas,nov
5204,M,18,190.56,Texas,dec
5205,M,18,141.97,Utah,oct
5206,F,72,97.16,Indiana,nov
5207,M,29,143.46,Wisconsin,nov
5208,M,41,158.64,Texas,dec
5209,F,39,228.45,Oregon,nov
5210,F,18,271.54,New Jersey,apr
5211,F,24,276.15,Florida,dec
5212,M,84,229.18,Virginia,oct
5213,F,37,248.23,Connecticut,oct
5214,F,18,190.76,Texas,feb
5215,F,38,61.24,Illinois,oct
5216,F,28,235.93,Tennessee,aug
5217,F,45,69.83,Louisiana,aug
5218,M,96,159.6,California,aug
5219,F,45,217.4,New York,feb
5220,F,19,272.88,Connecticut,aug
5221,F,78,76.79,Virginia,dec
5222,F,37,71.0,Ohio,jan
5223,F,20,82.74,Kentucky,feb
5224,F,54,120.88,Texas,dec
5225,F,97,6.11,Texas,mar
5226,F,26,221.26,Massachusetts,sep
5227,M,20,46.44,Oregon,jan
5228,F,29,155.1,Minnesota,dec
5229,F,20,139.23,Texas,sep
5230,F,21,53.69,Ohio,nov
5231,M,45,215.47,Rhode Island,aug
5232,F,67,236.21,Connecticut,jun
5233,M,21,112.1,New York,apr
5234,M,19,43.41,Missouri,dec
5235,F,72,41.33,Indiana,dec
5236,F,31,8.31,Texas,apr
5237,F,20,225.5,Louisiana,feb
5238,F,22,148.03,Michigan,apr
5239,F,94,30.89,Kentucky,jul
5240,F,50,268.85,Ohio,jan
5241,M,18,217.49,Washington,dec
5242,F,47,273.01,Tennessee,may
5243,F,92,262.61,California,mar
5244,F,53,172.17,Florida,nov
5245,F,22,217.98,Texas,dec
5246,F,69,52.01,California,feb
5247,F,59,218.47,Georgia,mar
5248,M,22,251.78,Pennsylvania,nov
5249,F,55,178.16,Wisconsin,apr
5250,F,59,41.2,Virginia,may
5251,M,32,222.27,Delaware,feb
5252,F,20,75.34,New York,nov
5253,F,24,236.31,Illinois,nov
5254,F,50,178.56,New York,dec
5255,F,37,14.53,Wisconsin,oct
5256,M,22,95.99,Oklahoma,may
5257,M,42,32.6,Georgia,nov
5258,M,62,173.44,Kentucky,nov
5259,F,21,253.66,Alabama,aug
5260,F,24,212.68,Hawaii,oct
5261,F,67,87.08,North Carolina,dec
5262,M,49,182.32,Washington,apr
5263,F,52,165.49,North Carolina,feb
5264,F,28,76.31,Wisconsin,nov
5265,F,22,9.38,Texas,apr
5266,F,28,284.24,New York,feb
5267,F,93,279.98,Virginia,nov
5268,F,23,256.39,Louisiana,aug
5269,F,51,173.33,Florida,aug
5270,F,18,215.97,Iowa,oct
5271,F,28,267.48,Tennessee,aug
5272,F,58,26.31,Kansas,apr
5273,F,56,8.73,New York,apr
5274,F,98,239.38,Florida,nov
5275,F,61,36.08,Nebraska,jan
5276,F,19,194.77,Kentucky,apr
5277,M,78,109.73,Texas,nov
5278,M,42,124.11,Oregon,apr
5279,M,24,225.09,Alabama,feb
5280,F,29,99.51,New Jersey,apr
5281,F,50,73.59,Florida,nov
5282,F,69,27.97,California,jan
5283,F,46,139.69,Mississippi,may
5284,M,19,158.77,California,nov
5285,F,44,166.04,Louisiana,nov
5286,F,19,16.88,Alabama,oct
5287,M,35,229.21,Indiana,jun
5288,M,22,90.64,Alabama,nov
5289,F,23,168.95,Georgia,aug
5290,M,21,171.07,Iowa,apr
5291,F,24,32.48,Arizona,apr
5292,M,21,206.17,California,apr
5293,M,35,244.8,New York,sep
5294,F,51,59.06,Virginia,oct
5295,M,83,186.69,Florida,apr
5296,M,63,121.25,Texas,oct
5297,F,38,115.75,Michigan,sep
5298,F,19,211.44,California,nov
5299,F,19,204.26,Georgia,mar
5300,F,31,259.0,Georgia,aug
5301,F,59,134.93,Texas,dec
5302,F,18,128.0,Arizona,sep
5303,F,48,40.66,Alaska,dec
5304,F,40,42.01,California,oct
5305,M,49,237.48,Massachusetts,jan
5306,F,34,24.71,New York,oct
5307,F,77,47.22,North Carolina,aug
5308,F,53,209.04,Indiana,sep
5309,F,74,193.99,Missouri,nov
5310,F,46,109.79,Florida,oct
5311,F,78,199.7,Indiana,sep
5312,F,23,161.72,Texas,nov
5313,F,82,200.35,New York,sep
5314,F,66,167.48,Wisconsin,apr
5315,F,23,282.18,Georgia,apr
5316,F,83,76.87,North Carolina,apr
5317,M,85,275.78,Florida,nov
5318,F,24,297.28,Colorado,aug
5319,F,23,274.66,North Carolina,apr
5320,F,21,265.56,Oregon,mar
5321,M,18,105.03,Florida,oct
5322,F,46,156.16,Michigan,jan
5323,F,22,123.06,Texas,nov
5324,F,53,180.29,South Carolina,apr
5325,F,19,192.4,Tennessee,dec
5326,F,23,6.79,Arkansas,may
5327,F,22,26.86,Michigan,feb
5328,F,18,129.05,North Carolina,apr
5329,F,28,106.33,Texas,oct
5330,F,51,46.83,Florida,apr
5331,F,90,211.48,California,aug
5332,M,75,195.92,California,feb
5333,F,24,278.34,Georgia,jan
5334,F,18,262.2,Vermont,apr
5335,M,50,158.47,Delaware,dec
5336,M,19,174.44,California,oct
5337,F,18,233.18,Washington,jun
5338,F,30,284.15,Maryland,aug
5339,F,54,236.61,Massachusetts,oct
5340,F,24,100.39,California,mar
5341,F,39,187.13,Ohio,nov
5342,F,73,282.83,Louisiana,oct
5343,F,74,203.31,Illinois,dec
5344,F,24,122.01,Mississippi,feb
5345,F,20,217.18,Michigan,apr
5346,F,24,70.26,South Carolina,mar
5347,F,82,48.67,Pennsylvania,nov
5348,F,24,245.3,Maryland,nov
5349,F,18,178.57,California,nov
5350,M,40,296.41,Pennsylvania,sep
5351,F,22,184.23,Texas,feb
5352,F,21,243.74,Utah,apr
5353,M,50,190.31,Kentucky,dec
5354,F,78,86.11,California,feb
5355,F,41,10.83,Kentucky,dec
5356,F,18,193.03,New York,apr
5357,M,29,38.46,Florida,apr
5358,F,18,51.97,Florida,nov
5359,F,64,134.17,Ohio,may
5360,F,28,32.36,Arizona,dec
5361,M,21,290.18,South Carolina,dec
5362,F,18,81.46,Georgia,apr
5363,F,24,235.43,Washington,apr
5364,F,55,69.92,Colorado,nov
5365,F,20,234.07,Massachusetts,apr
5366,F,39,203.86,Maryland,sep
5367,F,28,43.78,California,jan
5368,F,21,56.37,Wisconsin,apr
5369,F,21,272.24,Florida,feb
5370,M,50,68.89,Washington,nov
5371,F,94,39.92,Florida,nov
5372,F,44,286.08,Alabama,feb
5373,F,59,84.08,Nebraska,jul
5374,M,70,147.93,Georgia,apr
5375,M,46,134.62,New Mexico,dec
5376,M,20,66.02,California,dec
5377,M,80,17.84,Ohio,jan
5378,F,87,263.93,Ohio,apr
5379,M,47,108.16,Ohio,nov
5380,F,38,44.97,Louisiana,nov
5381,F,23,286.19,Minnesota,jun
5382,M,76,236.58,Georgia,oct
5383,F,22,178.42,Wisconsin,jun
5384,F,18,246.74,California,dec
5385,F,79,74.36,Texas,apr
5386,M,22,38.9,Texas,aug
5387,F,68,187.17,New Jersey,dec
5388,F,49,68.65,Texas,apr
5389,F,42,237.6,Louisiana,jun
5390,F,70,49.03,Utah,apr
5391,F,51,40.34,Texas,nov
5392,M,19,164.99,Missouri,dec
5393,M,45,264.33,Pennsylvania,dec
5394,M,24,291.34,New Jersey,sep
5395,M,30,108.53,Minnesota,jul
5396,F,24,92.13,Missouri,dec
5397,M,20,65.84,Illinois,dec
5398,F,35,277.49,Missouri,apr
5399,F,18,170.83,New Mexico,apr
5400,F,51,226.83,Washington,oct
5401,M,20,272.41,Minnesota,apr
5402,M,20,237.16,Ohio,aug
5403,F,90,18.8,Texas,may
5404,F,18,192.67,Pennsylvania,jan
5405,F,40,108.41,Colorado,feb
5406,F,22,160.48,Georgia,oct
5407,F,35,67.07,Indiana,nov
5408,F,30,151.82,Colorado,apr
5409,F,91,245.23,Massachusetts,apr
5410,F,24,162.49,Georgia,nov
5411,M,34,60.38,Missouri,apr
5412,F,23,58.21,New York,may
5413,M,41,71.15,Iowa,aug
5414,M,93,135.34,Florida,dec
5415,F,20,110.99,South Carolina,sep
5416,M,22,239.11,Kentucky,apr
5417,M,18,104.75,Texas,sep
5418,F,77,215.47,Georgia,mar
5419,F,98,117.37,Florida,nov
5420,M,39,229.58,California,aug
5421,F,49,104.89,Texas,oct
5422,F,27,294.29,Arizona,nov
5423,M,29,78.32,Florida,nov
5424,M,21,192.6,New York,feb
5425,F,21,80.14,Pennsylvania,sep
5426,F,39,16.13,Massachusetts,dec
5427,F,51,192.51,Massachusetts,sep
5428,F,37,204.12,California,sep
5429,F,23,201.95,Massachusetts,dec
5430,F,19,186.82,Texas,mar
5431,F,28,215.64,Mississippi,sep
5432,F,23,206.46,New York,dec
5433,F,67,209.58,Ohio,dec
5434,F,82,275.48,New York,dec
5435,F,49,26.17,Illinois,may
5436,F,21,285.24,Minnesota,nov
5437,M,59,75.31,Ohio,apr
5438,F,44,290.37,Florida,nov
5439,F,75,291.37,Missouri,aug
5440,M,46,144.06,Massachusetts,nov
5441,F,51,286.52,California,dec
5442,F,41,297.37,Arizona,jan
5443,F,28,170.23,California,apr
5444,F,45,289.61,Texas,dec
5445,M,98,298.16,North Carolina,dec
5446,F,35,96.08,Texas,aug
5447,F,74,252.69,Florida,nov
5448,F,19,69.17,Texas,feb
5449,F,56,152.39,California,apr
5450,M,45,40.21,Louisiana,sep
5451,M,22,215.45,New York,dec
5452,F,62,59.22,New York,nov
5453,F,22,41.15,New York,dec
5454,M,33,299.83,California,dec
5455,F,50,31.45,California,sep
5456,F,42,259.06,West Virginia,jul
5457,F,24,178.95,California,apr
5458,M,73,208.4,Maine,feb
5459,M,30,257.05,Oklahoma,nov
5460,M,25,137.85,Illinois,dec
5461,M,31,212.98,Pennsylvania,sep
5462,F,24,164.73,Texas,apr
5463,F,70,177.86,Tennessee,dec
5464,M,54,24.17,Arizona,nov
5465,F,27,230.65,Arizona,feb
5466,F,28,101.97,Washington,nov
5467,M,95,64.45,Connecticut,mar
5468,F,20,161.63,New Jersey,feb
5469,M,68,173.1,Oklahoma,mar
5470,F,47,205.38,California,apr
5471,F,21,153.04,New Jersey,dec
5472,F,52,147.76,Georgia,jan
5473,F,95,263.1,Mississippi,oct
5474,M,37,61.24,Louisiana,dec
5475,F,22,120.71,California,sep
5476,F,63,228.03,Texas,dec
5477,M,69,65.15,Ohio,nov
5478,F,29,28.93,Georgia,aug
5479,M,19,294.9,Ohio,jan
5480,M,31,51.7,New York,dec
5481,F,48,221.91,Arizona,jan
5482,M,21,159.1,Wisconsin,nov
5483,F,22,153.94,Kansas,apr
5484,M,18,193.12,Georgia,sep
5485,F,42,117.35,Washington,apr
5486,M,19,147.92,Texas,nov
5487,M,90,287.28,Iowa,feb
5488,M,41,204.12,Washington,sep
5489,F,71,143.93,Georgia,dec
5490,F,22,115.6,Kentucky,nov
5491,F,46,228.12,Washington,sep
5492,F,38,218.42,Utah,dec
5493,F,52,290.68,Massachusetts,jun
5494,M,92,19.99,North Carolina,dec
5495,F,48,56.92,New York,dec
5496,F,73,88.71,New Jersey,sep
5497,F,24,24.11,New York,may
5498,M,19,151.19,Texas,nov
5499,M,22,33.32,Virginia,apr
5500,F,22,37.81,New York,apr
5501,M,60,247.39,Virginia,dec
5502,F,30,152.72,Georgia,nov
5503,F,22,55.78,California,apr
5504,M,42,283.75,South Carolina,aug
5505,M,76,251.77,North Carolina,feb
5506,F,21,174.95,Maine,dec
5507,M,29,127.97,New York,oct
5508,F,18,208.19,South Carolina,oct
5509,F,35,170.1,California,mar
5510,F,61,74.47,Maine,oct
5511,M,19,45.54,Kentucky,feb
5512,F,21,81.37,California,jul
5513,M,67,45.74,Pennsylvania,nov
5514,F,24,164.07,Arizona,apr
5515,F,30,109.96,California,dec
5516,M,29,213.4,Texas,jun
5517,F,93,121.17,New Jersey,jun
5518,F,27,147.43,Arizona,dec
5519,F,29,192.16,North Carolina,nov
5520,F,21,125.18,Minnesota,may
5521,F,28,45.86,Kentucky,nov
5522,F,26,22.37,Washington,nov
5523,M,33,202.93,Iowa,oct
5524,F,48,147.38,Texas,apr
5525,F,77,282.3,New Mexico,feb
5526,M,26,149.83,Virginia,dec
5527,F,60,190.47,Virginia,jan
5528,M,18,266.18,Iowa,feb
5529,F,21,135.09,Virginia,nov
5530,F,88,258.45,Alaska,nov
5531,F,18,274.4,Colorado,sep
5532,F,23,211.29,Maryland,sep
5533,F,87,187.77,Mississippi,dec
5534,M,32,219.2,Illinois,oct
5535,F,70,227.14,Texas,dec
5536,F,93,149.13,Louisiana,sep
5537,F,57,134.95,Florida,aug
5538,F,29,246.04,New York,nov
5539,F,42,12.92,California,aug
5540,M,67,43.48,Pennsylvania,jan
5541,F,20,216.69,Texas,may
5542,M,19,154.79,Texas,mar
5543,M,94,231.88,Alabama,feb
5544,M,72,90.04,Colorado,jul
5545,F,24,93.5,New York,oct
5546,F,27,237.58,California,dec
5547,M,88,141.7,Wisconsin,sep
5548,M,41,260.31,Georgia,dec
5549,F,21,205.52,New York,nov
5550,F,18,78.68,Maryland,sep
5551,F,54,248.0,Washington,nov
5552,F,21,80.96,Tennessee,feb
5553,M,24,200.36,Texas,jun
5554,M,19,77.86,New York,mar
5555,F,24,270.79,South Carolina,dec
5556,F,80,99.53,New York,nov
5557,F,22,154.33,Massachusetts,oct
5558,F,32,189.12,Pennsylvania,apr
5559,M,23,209.36,California,jun
5560,F,53,118.59,Florida,sep
5561,F,40,82.33,Michigan,dec
5562,M,51,234.56,New Jersey,apr
5563,F,47,165.51,Texas,nov
5564,F,18,16.8,Texas,apr
5565,F,48,132.55,New York,sep
5566,F,21,49.35,Pennsylvania,aug
5567,M,20,56.31,South Carolina,dec
5568,F,22,217.38,Ohio,nov
5569,M,28,210.93,Washington,oct
5570,F,93,213.14,Texas,sep
5571,F,33,124.69,Texas,jul
5572,F,21,259.97,Texas,nov
5573,F,43,182.91,Minnesota,nov
5574,F,57,282.94,Louisiana,dec
5575,M,18,277.5,Texas,sep
5576,M,70,299.96,New York,oct
5577,F,22,172.18,Michigan,jul
5578,F,22,52.45,Illinois,aug
5579,F,93,97.12,Mississippi,apr
5580,M,39,5.56,Texas,apr
5581,F,24,225.35,Michigan,oct
5582,F,91,202.35,Michigan,apr
5583,F,19,123.67,Utah,feb
5584,F,87,175.7,Florida,dec
5585,F,40,272.12,Alabama,jul
5586,F,44,150.42,Virginia,may
5587,M,49,12.08,New Jersey,dec
5588,F,18,269.95,Virginia,apr
5589,F,48,20.29,Georgia,sep
5590,F,47,81.09,Georgia,nov
5591,F,48,120.99,Mississippi,nov
5592,M,53,10.71,Minnesota,feb
5593,F,47,82.33,Maine,oct
5594,M,50,167.84,Nebraska,feb
5595,F,32,116.74,Ohio,nov
5596,F,30,167.12,Pennsylvania,oct
5597,M,23,126.78,North Carolina,mar
5598,F,52,84.73,Michigan,dec
5599,F,19,247.47,Massachusetts,nov
5600,F,45,297.85,Florida,sep
5601,F,49,32.36,Delaware,apr
5602,F,18,51.07,Michigan,nov
5603,M,51,90.41,Colorado,apr
5604,F,33,163.05,North Carolina,nov
5605,F,32,42.72,California,dec
5606,M,40,263.36,New Jersey,dec
5607,M,34,206.93,Texas,dec
5608,M,54,241.94,Massachusetts,sep
5609,F,48,155.29,North Carolina,nov
5610,F,41,79.2,Wyoming,aug
5611,F,23,153.63,California,nov
5612,M,38,182.33,Indiana,sep
5613,F,94,89.5,Colorado,nov
5614,F,49,271.37,Pennsylvania,feb
5615,F,50,281.28,Arkansas,oct
5616,M,62,114.37,Nevada,sep
5617,F,90,135.45,New York,jan
5618,F,38,271.02,Wisconsin,apr
5619,M,21,283.38,New Mexico,aug
5620,F,29,119.14,New Jersey,dec
5621,F,21,66.98,Texas,dec
5622,F,19,246.05,Georgia,may
5623,F,86,16.76,Virginia,dec
5624,F,87,51.03,Louisiana,sep
5625,F,31,23.4,Nevada,oct
5626,F,58,112.21,Michigan,may
5627,M,34,287.9,New York,oct
5628,F,19,248.28,Georgia,apr
5629,F,21,275.96,Texas,dec
5630,F,40,145.89,New Jersey,feb
5631,F,20,36.29,California,jun
5632,F,24,167.27,Texas,nov
5633,M,69,297.29,Texas,nov
5634,F,18,286.97,Louisiana,oct
5635,F,18,180.35,Virginia,jul
5636,F,49,155.86,Georgia,feb
5637,F,54,45.29,Illinois,jan
5638,F,71,237.46,South Carolina,dec
5639,F,21,43.0,North Carolina,nov
5640,M,18,45.31,New Jersey,jun
5641,F,35,92.42,New Jersey,feb
5642,F,34,216.4,New Jersey,sep
5643,F,46,262.84,Illinois,jun
5644,F,33,180.54,Texas,mar
5645,F,24,253.52,Virginia,may
5646,M,71,52.21,Georgia,mar
5647,F,18,180.93,Utah,sep
5648,M,39,106.59,Nevada,mar
5649,F,31,214.94,Texas,dec
5650,M,24,118.9,Maryland,jul
5651,M,24,59.67,Florida,nov
5652,M,62,239.57,Alabama,apr
5653,F,43,264.68,Indiana,jan
5654,F,63,183.38,Ohio,dec
5655,F,58,293.1,Florida,may
5656,F,20,12.16,Massachusetts,apr
5657,F,20,261.65,Tennessee,mar
5658,F,27,242.89,Indiana,apr
5659,M,95,189.19,California,apr
5660,F,48,280.65,New Hampshire,nov
5661,F,33,146.09,Georgia,jan
5662,F,23,83.15,New York,oct
5663,F,32,289.22,South Carolina,aug
5664,M,50,25.94,Florida,nov
5665,F,34,83.72,Georgia,nov
5666,M,20,21.9,Florida,jun
5667,M,50,267.27,Ohio,nov
5668,M,18,121.56,Florida,may
5669,M,43,99.26,South Carolina,may
5670,F,20,225.2,Arizona,feb
5671,F,23,117.66,Iowa,jul
5672,F,22,233.21,Louisiana,sep
5673,M,50,133.9,Illinois,dec
5674,F,24,89.84,California,apr
5675,M,43,65.37,New York,feb
5676,M,22,255.12,California,mar
5677,F,41,297.87,South Dakota,may
5678,M,21,278.33,California,nov
5679,F,21,267.85,New York,apr
5680,F,36,27.7,Georgia,may
5681,F,26,66.93,Kentucky,nov
5682,F,60,259.72,Louisiana,dec
5683,F,82,20.87,Florida,dec
5684,F,77,228.91,Oklahoma,may
5685,F,20,123.6,Texas,dec
5686,M,22,206.15,Virginia,nov
5687,F,53,258.98,Minnesota,feb
5688,M,19,137.28,Pennsylvania,feb
5689,F,33,13.27,Oklahoma,nov
5690,F,20,264.83,New Jersey,sep
5691,F,23,194.25,Nebraska,apr
5692,F,51,135.19,North Carolina,nov
5693,M,73,139.46,Massachusetts,jan
5694,M,46,211.3,California,oct
5695,M,54,118.04,Texas,apr
5696,F,37,192.24,Kentucky,jun
5697,M,24,187.8,Massachusetts,may
5698,F,24,5.71,Indiana,dec
5699,F,45,167.49,Arizona,sep
5700,M,41,167.29,California,aug
5701,F,52,64.31,Pennsylvania,apr
5702,M,84,156.38,Texas,apr
5703,F,21,182.32,Connecticut,dec
5704,M,53,132.19,Pennsylvania,nov
5705,F,69,46.88,Ohio,feb
5706,F,93,274.98,Montana,dec
5707,F,24,189.53,Texas,jul
5708,F,25,233.1,Texas,jun
5709,M,78,81.33,Connecticut,feb
5710,F,23,67.41,Pennsylvania,jan
5711,M,75,132.3,Texas,dec
5712,F,20,225.25,California,dec
5713,F,41,269.82,Ohio,dec
5714,M,29,105.26,Florida,oct
5715,F,20,132.42,Tennessee,sep
5716,F,48,12.11,California,nov
5717,F,19,161.54,Oklahoma,sep
5718,M,22,124.54,Michigan,sep
5719,F,52,227.77,Virginia,nov
5720,F,91,130.23,Ohio,mar
5721,F,48,221.06,Texas,aug
5722,F,61,185.7,North Carolina,aug
5723,F,44,157.28,Ohio,aug
5724,F,22,236.84,Georgia,oct
5725,F,20,49.57,Illinois,dec
5726,F,66,164.71,Indiana,oct
5727,M,20,165.89,Wisconsin,feb
5728,F,64,274.63,Hawaii,oct
5729,F,84,257.03,Missouri,dec
5730,M,22,192.64,Connecticut,aug
5731,M,32,137.09,Massachusetts,feb
5732,F,21,192.84,Connecticut,sep
5733,F,38,217.72,Ohio,apr
5734,F,24,156.62,Louisiana,aug
5735,F,23,34.9,Texas,nov
